index_rc,col,row,col_row,x_cent_geo,y_cent_geo,x1_nw_geo,y1_nw_geo,x2_sw_geo,y2_sw_geo,x3_se_geo,y3_se_geo,x4_ne_geo,y4_ne_geo,sh,hh,ni,hb,nw,he,rp,bw,by,sl,be,bb,mv,sn,st,th
73055,55,73,55 - 073,12.3357817698,49.6167427803,12.2792363459,49.6560758339,12.2756158730,49.5797778512,12.3922345871,49.5773819579,12.3960403450,49.6536760948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73056,56,73,56 - 073,12.4524871515,49.6142850825,12.3960403450,49.6536760948,12.3922345871,49.5773819579,12.5088413815,49.5748663998,12.5128323676,49.6511564991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73057,57,73,57 - 073,12.5691802949,49.6117076334,12.5128323676,49.6511564991,12.5088413815,49.5748663998,12.6254356774,49.5722311958,12.6296118320,49.6485170658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73058,58,73,58 - 073,12.6858606201,49.6090104524,12.6296118320,49.6485170658,12.6254356774,49.5722311958,12.7420168964,49.5694763659,12.7463781571,49.6457578148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73059,59,73,59 - 073,12.8025275475,49.6061935600,12.7463781571,49.6457578148,12.7420168964,49.5694763659,12.8585844605,49.5666019308,12.8631307619,49.6428787671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73060,60,73,60 - 073,12.9191804977,49.6032569775,12.8631307619,49.6428787671,12.8585844605,49.5666019308,12.9751377919,49.5636079122,12.9798690662,49.6398799444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73061,61,73,61 - 073,13.0358188921,49.6002007269,12.9798690662,49.6398799444,12.9751377919,49.5636079122,13.0916763134,49.5604943326,13.0965924899,49.6367613694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73062,62,73,62 - 073,13.1524421521,49.5970248314,13.0965924899,49.6367613694,13.0916763134,49.5604943326,13.2081994482,49.5572612156,13.2133004535,49.6335230655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73063,63,73,63 - 073,13.2690496999,49.5937293149,13.2133004535,49.6335230655,13.2081994482,49.5572612156,13.3247066201,49.5539085855,13.3299923780,49.6301650573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73064,64,73,64 - 073,13.3856409580,49.5903142023,13.3299923780,49.6301650573,13.3247066201,49.5539085855,13.4411972531,49.5504364677,13.4466676847,49.6266873702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73065,65,73,65 - 073,13.5022153494,49.5867795193,13.4466676847,49.6266873702,13.4411972531,49.5504364677,13.5576707719,49.5468448881,13.5633257955,49.6230900303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73066,66,73,66 - 073,13.6187722977,49.5831252927,13.5633257955,49.6230900303,13.5576707719,49.5468448881,13.6741266015,49.5431338740,13.6799661329,49.6193730649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73067,67,73,67 - 073,13.7353112269,49.5793515499,13.6799661329,49.6193730649,13.6741266015,49.5431338740,13.7905641678,49.5393034533,13.7965881198,49.6155365020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73068,68,73,68 - 073,13.8518315616,49.5754583195,13.7965881198,49.6155365020,13.7905641678,49.5393034533,13.9069828969,49.5353536547,13.9131911797,49.6115803706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73069,69,73,69 - 073,13.9683327268,49.5714456307,13.9131911797,49.6115803706,13.9069828969,49.5353536547,14.0233822155,49.5312845081,14.0297747367,49.6075047005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73070,70,73,70 - 073,14.0848141484,49.5673135138,14.0297747367,49.6075047005,14.0233822155,49.5312845081,14.1397615511,49.5270960441,14.1463382154,49.6033095224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73071,71,73,71 - 073,14.2012752526,49.5630620000,14.1463382154,49.6033095224,14.1397615511,49.5270960441,14.2561203315,49.5227882941,14.2628810410,49.5989948680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73072,72,73,72 - 073,14.3177154663,49.5586911212,14.2628810410,49.5989948680,14.2561203315,49.5227882941,14.3724579854,49.5183612907,14.3794026394,49.5945607698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73073,73,73,73 - 073,14.4341342171,49.5542009104,14.3794026394,49.5945607698,14.3724579854,49.5183612907,14.4887739418,49.5138150670,14.4959024372,49.5900072612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73074,74,73,74 - 073,14.5505309330,49.5495914014,14.4959024372,49.5900072612,14.4887739418,49.5138150670,14.6050676307,49.5091496573,14.6123798613,49.5853343766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73075,75,73,75 - 073,14.6669050429,49.5448626288,14.6123798613,49.5853343766,14.6050676307,49.5091496573,14.7213384824,49.5043650967,14.7288343397,49.5805421511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73076,76,73,76 - 073,14.7832559762,49.5400146282,14.7288343397,49.5805421511,14.7213384824,49.5043650967,14.8375859282,49.4994614211,14.8452653007,49.5756306208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73077,77,73,77 - 073,14.8995831632,49.5350474362,14.8452653007,49.5756306208,14.8375859282,49.4994614211,14.9538093998,49.4944386673,14.9616721736,49.5705998227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73078,78,73,78 - 073,15.0158860347,49.5299610900,14.9616721736,49.5705998227,14.9538093998,49.4944386673,15.0700083300,49.4892968730,15.0780543883,49.5654497947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74000,0,74,00 - 074,5.9216601848,49.4910970894,5.8602384489,49.5270960441,5.8667943049,49.4508834612,5.9829900765,49.4550652252,5.9766177845,49.5312845081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74001,1,74,01 - 074,6.0379577053,49.4952225944,5.9766177845,49.5312845081,5.9829900765,49.4550652252,6.0992057365,49.4591278620,6.0930171031,49.5353536547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74002,2,74,02 - 074,6.1542748760,49.4992288617,6.0930171031,49.5353536547,6.0992057365,49.4591278620,6.2154407150,49.4630713409,6.2094358322,49.5393034533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74003,3,74,03 - 074,6.2706111252,49.5031158612,6.2094358322,49.5393034533,6.2154407150,49.4630713409,6.3316944415,49.4668956324,6.3258733985,49.5431338740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74004,4,74,04 - 074,6.3869658808,49.5068835636,6.3258733985,49.5431338740,6.3316944415,49.4668956324,6.4479663449,49.4706007077,6.4423292281,49.5468448881,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74005,5,74,05 - 074,6.5033385701,49.5105319405,6.4423292281,49.5468448881,6.4479663449,49.4706007077,6.5642558535,49.4741865390,6.5588027469,49.5504364677,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74006,6,74,06 - 074,6.6197286197,49.5140609646,6.5588027469,49.5504364677,6.5642558535,49.4741865390,6.6805623953,49.4776530993,6.6752933799,49.5539085855,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74007,7,74,07 - 074,6.7361354560,49.5174706093,6.6752933799,49.5539085855,6.6805623953,49.4776530993,6.7968853975,49.4810003626,6.7918005518,49.5572612156,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74008,8,74,08 - 074,6.8525585048,49.5207608488,6.7918005518,49.5572612156,6.7968853975,49.4810003626,6.9132242870,49.4842283036,6.9083236866,49.5604943326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74009,9,74,09 - 074,6.9689971912,49.5239316585,6.9083236866,49.5604943326,6.9132242870,49.4842283036,7.0295784902,49.4873368981,7.0248622081,49.5636079122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74010,10,74,10 - 074,7.0854509400,49.5269830144,7.0248622081,49.5636079122,7.0295784902,49.4873368981,7.1459474331,49.4903261227,7.1414155395,49.5666019308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74011,11,74,11 - 074,7.2019191757,49.5299148935,7.1414155395,49.5666019308,7.1459474331,49.4903261227,7.2623305411,49.4931959549,7.2579831036,49.5694763659,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74012,12,74,12 - 074,7.3184013221,49.5327272739,7.2579831036,49.5694763659,7.2623305411,49.4931959549,7.3787272392,49.4959463731,7.3745643226,49.5722311958,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74013,13,74,13 - 074,7.4348968028,49.5354201342,7.3745643226,49.5722311958,7.3787272392,49.4959463731,7.4951369523,49.4985773566,7.4911586185,49.5748663998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74014,14,74,14 - 074,7.5514050408,49.5379934542,7.4911586185,49.5748663998,7.4951369523,49.4985773566,7.6115591045,49.5010888856,7.6077654129,49.5773819579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74015,15,74,15 - 074,7.6679254589,49.5404472144,7.6077654129,49.5773819579,7.6115591045,49.5010888856,7.7279931197,49.5034809411,7.7243841270,49.5797778512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74016,16,74,16 - 074,7.7844574794,49.5427813965,7.7243841270,49.5797778512,7.7279931197,49.5034809411,7.8444384216,49.5057535053,7.8410141815,49.5820540615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74017,17,74,17 - 074,7.9010005244,49.5449959827,7.8410141815,49.5820540615,7.8444384216,49.5057535053,7.9608944333,49.5079065609,7.9576549969,49.5842105718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74018,18,74,18 - 074,8.0175540155,49.5470909564,7.9576549969,49.5842105718,7.9608944333,49.5079065609,8.0773605777,49.5099400916,8.0743059934,49.5862473657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74019,19,74,19 - 074,8.1341173741,49.5490663019,8.0743059934,49.5862473657,8.0773605777,49.5099400916,8.1938362775,49.5118540823,8.1909665908,49.5881644278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74020,20,74,20 - 074,8.2506900214,49.5509220041,8.1909665908,49.5881644278,8.1938362775,49.5118540823,8.3103209549,49.5136485185,8.3076362088,49.5899617438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74021,21,74,21 - 074,8.3672713781,49.5526580490,8.3076362088,49.5899617438,8.3103209549,49.5136485185,8.4268140321,49.5153233866,8.4243142665,49.5916392999,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
74022,22,74,22 - 074,8.4838608647,49.5542744237,8.4243142665,49.5916392999,8.4268140321,49.5153233866,8.5433149307,49.5168786741,8.5410001831,49.5931970835,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
74023,23,74,23 - 074,8.6004579016,49.5557711159,8.5410001831,49.5931970835,8.5433149307,49.5168786741,8.6598230724,49.5183143692,8.6576933773,49.5946350829,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
74024,24,74,24 - 074,8.7170619089,49.5571481143,8.6576933773,49.5946350829,8.6598230724,49.5183143692,8.7763378786,49.5196304610,8.7743932678,49.5959532872,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
74025,25,74,25 - 074,8.8336723063,49.5584054085,8.7743932678,49.5959532872,8.7763378786,49.5196304610,8.8928587703,49.5208269398,8.8910992729,49.5971516865,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
74026,26,74,26 - 074,8.9502885137,49.5595429890,8.8910992729,49.5971516865,8.8928587703,49.5208269398,9.0093851686,49.5219037963,9.0078108108,49.5982302716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74027,27,74,27 - 074,9.0669099504,49.5605608472,9.0078108108,49.5982302716,9.0093851686,49.5219037963,9.1259164942,49.5228610226,9.1245272996,49.5991890345,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
74028,28,74,28 - 074,9.1835360359,49.5614589755,9.1245272996,49.5991890345,9.1259164942,49.5228610226,9.2424521678,49.5236986114,9.2412481572,49.6000279678,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
74029,29,74,29 - 074,9.3001661894,49.5622373671,9.2412481572,49.6000279678,9.2424521678,49.5236986114,9.3589916100,49.5244165564,9.3579728013,49.6007470653,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
74030,30,74,30 - 074,9.4167998299,49.5628960160,9.3579728013,49.6007470653,9.3589916100,49.5244165564,9.4755342411,49.5250148521,9.4747006495,49.6013463215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74031,31,74,31 - 074,9.5334363765,49.5634349174,9.4747006495,49.6013463215,9.4755342411,49.5250148521,9.5920794814,49.5254934942,9.5914311196,49.6018257320,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74032,32,74,32 - 074,9.6500752479,49.5638540672,9.5914311196,49.6018257320,9.5920794814,49.5254934942,9.7086267513,49.5258524788,9.7081636288,49.6021852929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74033,33,74,33 - 074,9.7667158632,49.5641534621,9.7081636288,49.6021852929,9.7086267513,49.5258524788,9.8251754709,49.5260918034,9.8248975946,49.6024250018,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
74034,34,74,34 - 074,9.8833576410,49.5643331000,9.8248975946,49.6024250018,9.8251754709,49.5260918034,9.9417250603,49.5262114662,9.9416324344,49.6025448566,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
74035,35,74,35 - 074,10.0000000000,49.5643929794,9.9416324344,49.6025448566,9.9417250603,49.5262114662,10.0582749397,49.5262114662,10.0583675656,49.6025448566,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
74036,36,74,36 - 074,10.1166423590,49.5643331000,10.0583675656,49.6025448566,10.0582749397,49.5262114662,10.1748245291,49.5260918034,10.1751024054,49.6024250018,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
74037,37,74,37 - 074,10.2332841368,49.5641534621,10.1751024054,49.6024250018,10.1748245291,49.5260918034,10.2913732487,49.5258524788,10.2918363712,49.6021852929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74038,38,74,38 - 074,10.3499247521,49.5638540672,10.2918363712,49.6021852929,10.2913732487,49.5258524788,10.4079205186,49.5254934942,10.4085688804,49.6018257320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74039,39,74,39 - 074,10.4665636235,49.5634349174,10.4085688804,49.6018257320,10.4079205186,49.5254934942,10.5244657589,49.5250148521,10.5252993505,49.6013463215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74040,40,74,40 - 074,10.5832001701,49.5628960160,10.5252993505,49.6013463215,10.5244657589,49.5250148521,10.6410083900,49.5244165564,10.6420271987,49.6007470653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74041,41,74,41 - 074,10.6998338106,49.5622373671,10.6420271987,49.6007470653,10.6410083900,49.5244165564,10.7575478322,49.5236986114,10.7587518428,49.6000279678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74042,42,74,42 - 074,10.8164639641,49.5614589755,10.7587518428,49.6000279678,10.7575478322,49.5236986114,10.8740835058,49.5228610226,10.8754727004,49.5991890345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74043,43,74,43 - 074,10.9330900496,49.5605608472,10.8754727004,49.5991890345,10.8740835058,49.5228610226,10.9906148314,49.5219037963,10.9921891892,49.5982302716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74044,44,74,44 - 074,11.0497114863,49.5595429890,10.9921891892,49.5982302716,10.9906148314,49.5219037963,11.1071412297,49.5208269398,11.1089007271,49.5971516865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74045,45,74,45 - 074,11.1663276937,49.5584054085,11.1089007271,49.5971516865,11.1071412297,49.5208269398,11.2236621214,49.5196304610,11.2256067322,49.5959532872,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74046,46,74,46 - 074,11.2829380911,49.5571481143,11.2256067322,49.5959532872,11.2236621214,49.5196304610,11.3401769276,49.5183143692,11.3423066227,49.5946350829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74047,47,74,47 - 074,11.3995420984,49.5557711159,11.3423066227,49.5946350829,11.3401769276,49.5183143692,11.4566850693,49.5168786741,11.4589998169,49.5931970835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74048,48,74,48 - 074,11.5161391353,49.5542744237,11.4589998169,49.5931970835,11.4566850693,49.5168786741,11.5731859679,49.5153233866,11.5756857335,49.5916392999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74049,49,74,49 - 074,11.6327286219,49.5526580490,11.5756857335,49.5916392999,11.5731859679,49.5153233866,11.6896790451,49.5136485185,11.6923637912,49.5899617438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74050,50,74,50 - 074,11.7493099786,49.5509220041,11.6923637912,49.5899617438,11.6896790451,49.5136485185,11.8061637225,49.5118540823,11.8090334092,49.5881644278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74051,51,74,51 - 074,11.8658826259,49.5490663019,11.8090334092,49.5881644278,11.8061637225,49.5118540823,11.9226394223,49.5099400916,11.9256940066,49.5862473657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74052,52,74,52 - 074,11.9824459845,49.5470909564,11.9256940066,49.5862473657,11.9226394223,49.5099400916,12.0391055667,49.5079065609,12.0423450031,49.5842105718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74053,53,74,53 - 074,12.0989994756,49.5449959827,12.0423450031,49.5842105718,12.0391055667,49.5079065609,12.1555615784,49.5057535053,12.1589858185,49.5820540615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74054,54,74,54 - 074,12.2155425206,49.5427813965,12.1589858185,49.5820540615,12.1555615784,49.5057535053,12.2720068803,49.5034809411,12.2756158730,49.5797778512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74055,55,74,55 - 074,12.3320745411,49.5404472144,12.2756158730,49.5797778512,12.2720068803,49.5034809411,12.3884408955,49.5010888856,12.3922345871,49.5773819579,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74056,56,74,56 - 074,12.4485949592,49.5379934542,12.3922345871,49.5773819579,12.3884408955,49.5010888856,12.5048630477,49.4985773566,12.5088413815,49.5748663998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74057,57,74,57 - 074,12.5651031972,49.5354201342,12.5088413815,49.5748663998,12.5048630477,49.4985773566,12.6212727608,49.4959463731,12.6254356774,49.5722311958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74058,58,74,58 - 074,12.6815986779,49.5327272739,12.6254356774,49.5722311958,12.6212727608,49.4959463731,12.7376694589,49.4931959549,12.7420168964,49.5694763659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74059,59,74,59 - 074,12.7980808243,49.5299148935,12.7420168964,49.5694763659,12.7376694589,49.4931959549,12.8540525669,49.4903261227,12.8585844605,49.5666019308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74060,60,74,60 - 074,12.9145490600,49.5269830144,12.8585844605,49.5666019308,12.8540525669,49.4903261227,12.9704215098,49.4873368981,12.9751377919,49.5636079122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74061,61,74,61 - 074,13.0310028088,49.5239316585,12.9751377919,49.5636079122,12.9704215098,49.4873368981,13.0867757130,49.4842283036,13.0916763134,49.5604943326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74062,62,74,62 - 074,13.1474414952,49.5207608488,13.0916763134,49.5604943326,13.0867757130,49.4842283036,13.2031146025,49.4810003626,13.2081994482,49.5572612156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74063,63,74,63 - 074,13.2638645440,49.5174706093,13.2081994482,49.5572612156,13.2031146025,49.4810003626,13.3194376047,49.4776530993,13.3247066201,49.5539085855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74064,64,74,64 - 074,13.3802713803,49.5140609646,13.3247066201,49.5539085855,13.3194376047,49.4776530993,13.4357441465,49.4741865390,13.4411972531,49.5504364677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74065,65,74,65 - 074,13.4966614299,49.5105319405,13.4411972531,49.5504364677,13.4357441465,49.4741865390,13.5520336551,49.4706007077,13.5576707719,49.5468448881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74066,66,74,66 - 074,13.6130341192,49.5068835636,13.5576707719,49.5468448881,13.5520336551,49.4706007077,13.6683055585,49.4668956324,13.6741266015,49.5431338740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74067,67,74,67 - 074,13.7293888748,49.5031158612,13.6741266015,49.5431338740,13.6683055585,49.4668956324,13.7845592850,49.4630713409,13.7905641678,49.5393034533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74068,68,74,68 - 074,13.8457251240,49.4992288617,13.7905641678,49.5393034533,13.7845592850,49.4630713409,13.9007942635,49.4591278620,13.9069828969,49.5353536547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74069,69,74,69 - 074,13.9620422947,49.4952225944,13.9069828969,49.5353536547,13.9007942635,49.4591278620,14.0170099235,49.4550652252,14.0233822155,49.5312845081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74070,70,74,70 - 074,14.0783398152,49.4910970894,14.0233822155,49.5312845081,14.0170099235,49.4550652252,14.1332056951,49.4508834612,14.1397615511,49.5270960441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74071,71,74,71 - 074,14.1946171146,49.4868523777,14.1397615511,49.5270960441,14.1332056951,49.4508834612,14.2493810088,49.4465826013,14.2561203315,49.5227882941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74072,72,74,72 - 074,14.3108736225,49.4824884912,14.2561203315,49.5227882941,14.2493810088,49.4465826013,14.3655352959,49.4421626777,14.3724579854,49.5183612907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74073,73,74,73 - 074,14.4271087691,49.4780054627,14.3724579854,49.5183612907,14.3655352959,49.4421626777,14.4816679882,49.4376237237,14.4887739418,49.5138150670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74074,74,74,74 - 074,14.5433219851,49.4734033259,14.4887739418,49.5138150670,14.4816679882,49.4376237237,14.5977785183,49.4329657734,14.6050676307,49.5091496573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74075,75,74,75 - 074,14.6595127022,49.4686821154,14.6050676307,49.5091496573,14.5977785183,49.4329657734,14.7138663193,49.4281888616,14.7213384824,49.5043650967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74076,76,74,76 - 074,14.7756803523,49.4638418665,14.7213384824,49.5043650967,14.7138663193,49.4281888616,14.8299308249,49.4232930242,14.8375859282,49.4994614211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74077,77,74,77 - 074,14.8918243685,49.4588826156,14.8375859282,49.4994614211,14.8299308249,49.4232930242,14.9459714698,49.4182782979,14.9538093998,49.4944386673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74078,78,74,78 - 074,15.0079441841,49.4538044000,14.9538093998,49.4944386673,14.9459714698,49.4182782979,15.0619876891,49.4131447203,15.0700083300,49.4892968730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,0,75,00 - 075,5.9281140479,49.4148816336,5.8667943049,49.4508834612,5.8733294512,49.3746719060,5.9893422351,49.3788469840,5.9829900765,49.4550652252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75001,1,75,01 - 075,6.0442282455,49.4190005406,5.9829900765,49.4550652252,5.9893422351,49.3788469840,6.1053748135,49.3829031245,6.0992057365,49.4591278620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75002,2,75,02 - 075,6.1603620002,49.4230003999,6.0992057365,49.4591278620,6.1053748135,49.3829031245,6.2214266190,49.3868402970,6.2154407150,49.4630713409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75003,3,75,03 - 075,6.2765147432,49.4268811814,6.2154407150,49.4630713409,6.2214266190,49.3868402970,6.3374970838,49.3906584721,6.3316944415,49.4668956324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75004,4,75,04 - 075,6.3926859049,49.4306428560,6.3316944415,49.4668956324,6.3374970838,49.3906584721,6.4535856396,49.3943576210,6.4479663449,49.4706007077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75005,5,75,05 - 075,6.5088749154,49.4342853956,6.4479663449,49.4706007077,6.4535856396,49.3943576210,6.5696917173,49.3979377161,6.5642558535,49.4741865390,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75006,6,75,06 - 075,6.6250812041,49.4378087727,6.5642558535,49.4741865390,6.5696917173,49.3979377161,6.6858147475,49.4013987304,6.6805623953,49.4776530993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75007,7,75,07 - 075,6.7413042000,49.4412129608,6.6805623953,49.4776530993,6.6858147475,49.4013987304,6.8019541603,49.4047406381,6.7968853975,49.4810003626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75008,8,75,08 - 075,6.8575433314,49.4444979345,6.7968853975,49.4810003626,6.8019541603,49.4047406381,6.9181093851,49.4079634139,6.9132242870,49.4842283036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75009,9,75,09 - 075,6.9737980265,49.4476636689,6.9132242870,49.4842283036,6.9181093851,49.4079634139,7.0342798512,49.4110670338,7.0295784902,49.4873368981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75010,10,75,10 - 075,7.0900677126,49.4507101404,7.0295784902,49.4873368981,7.0342798512,49.4110670338,7.1504649871,49.4140514745,7.1459474331,49.4903261227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75011,11,75,11 - 075,7.2063518169,49.4536373260,7.1459474331,49.4903261227,7.1504649871,49.4140514745,7.2666642210,49.4169167134,7.2623305411,49.4931959549,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
75012,12,75,12 - 075,7.3226497659,49.4564452038,7.2623305411,49.4931959549,7.2666642210,49.4169167134,7.3828769808,49.4196627291,7.3787272392,49.4959463731,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
75013,13,75,13 - 075,7.4389609860,49.4591337525,7.3787272392,49.4959463731,7.3828769808,49.4196627291,7.4991026937,49.4222895010,7.4951369523,49.4985773566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75014,14,75,14 - 075,7.5552849030,49.4617029520,7.4951369523,49.4985773566,7.4991026937,49.4222895010,7.6153407869,49.4247970094,7.6115591045,49.5010888856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75015,15,75,15 - 075,7.6716209422,49.4641527830,7.6115591045,49.5010888856,7.6153407869,49.4247970094,7.7315906869,49.4271852353,7.7279931197,49.5034809411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75016,16,75,16 - 075,7.7879685289,49.4664832270,7.7279931197,49.5034809411,7.7315906869,49.4271852353,7.8478518200,49.4294541608,7.8444384216,49.5057535053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
